"","d1.53","d1.27","d1.18","d1.25","d1.29","d1.2","d1.16","d1.33","d1.13","d1.17","d1.50","d4.40","d1.6","d1.43","d1.5","d1.21","d1.49","d1.52","d1.41","d1.4","d1.38","d1.20","d1.3","d1.8","d1.26","d1.42","d4.34","d1.10","d1.31","d1.30","d1.32","d1.19","d1.47","d1.36","d1.11","d1.37","d1.9","d4.51","d1.39","d1.35","d1.45","d1.12","d1.22"
"hsa-miR-6770-3p hsa-mir-6770-1",0,8,0,4,4,26,0,34,18,4,0,23,0,10,29,0,0,13,5,10,2,0,0,0,0,0,0,1,20,1,39,0,0,10,1,8,4,1,2,4,0,20,1
"hsa-miR-6770-5p hsa-mir-6770-2",14,0,0,0,14,0,0,0,23,0,0,0,13,0,0,0,0,24,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,28,0,6,8,1,0,0,0,0
"hsa-miR-6770-3p hsa-mir-6770-2",0,8,0,4,4,26,0,34,18,4,0,23,0,10,29,0,0,13,5,10,2,0,0,0,0,0,0,1,20,1,39,0,0,10,1,8,4,1,2,4,0,20,1
"hsa-miR-6770-5p hsa-mir-6770-3",14,0,0,0,14,0,0,0,23,0,0,0,13,0,0,0,0,24,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,28,0,6,8,1,0,0,0,0
"hsa-miR-6770-3p hsa-mir-6770-3",0,8,0,4,4,26,0,34,18,4,0,23,0,10,29,0,0,13,5,10,2,0,0,0,0,0,0,1,20,1,39,0,0,10,1,8,4,1,2,4,0,20,1
"hsa-miR-6771-5p hsa-mir-6771",0,0,0,0,0,0,0,0,0,0,0,54,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6771-3p hsa-mir-6771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6772-5p hsa-mir-6772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6773-5p hsa-mir-6773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6774-5p hsa-mir-6774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6775-5p hsa-mir-6775",0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6776-5p hsa-mir-6776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6776-3p hsa-mir-6776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6777-5p hsa-mir-6777",0,0,47,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,18,17,0,0,0,0,0,0,0,0,1,0,0,0,1
"hsa-miR-6778-5p hsa-mir-6778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6779-5p hsa-mir-6779",0,0,0,0,8,6,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,14,0,0,0,0,0,0,19,0,0,0,0,0,0,33,0,13,0,0,0,0,0
"hsa-miR-6779-3p hsa-mir-6779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6780a-5p hsa-mir-6780a",28,0,0,0,0,0,0,29,0,4,0,0,13,0,0,0,0,0,21,0,0,9,0,0,12,15,16,0,0,11,29,0,0,0,0,16,0,0,0,0,0,21,0
"hsa-miR-6780b-5p hsa-mir-6780b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,14,0,0,0,13,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"hsa-miR-6781-5p hsa-mir-6781",21,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6782-5p hsa-mir-6782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6783-5p hsa-mir-6783",0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,9,0,0,13,0,0,0,0,0,0,0,18,0,0,7,0,0,0,0,18,0,0,12,0,0,0,0,0
"hsa-miR-6784-5p hsa-mir-6784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6785-5p hsa-mir-6785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6787-5p hsa-mir-6787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"hsa-miR-6788-5p hsa-mir-6788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6789-5p hsa-mir-6789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,16,0,0,28,18,0,0,0,0,0,20,0,0,0,13,0,0,0
"hsa-miR-6790-5p hsa-mir-6790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6790-3p hsa-mir-6790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6791-5p hsa-mir-6791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"hsa-miR-6792-5p hsa-mir-6792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6793-5p hsa-mir-6793",0,58,0,17,16,0,33,18,0,0,0,50,25,15,32,48,0,0,27,44,8,18,0,0,0,45,13,0,20,7,0,28,0,0,0,68,0,24,0,0,0,0,68
"hsa-miR-6794-5p hsa-mir-6794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6795-5p hsa-mir-6795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6796-5p hsa-mir-6796",0,0,0,11,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"hsa-miR-6797-5p hsa-mir-6797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6798-5p hsa-mir-6798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6799-5p hsa-mir-6799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"hsa-miR-6800-5p hsa-mir-6800",15,0,0,0,0,0,1,0,44,24,0,32,0,0,0,64,0,0,0,0,47,0,0,0,0,26,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-6801-5p hsa-mir-6801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-6802-5p hsa-mir-6802",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"hsa-miR-6803-5p hsa-mir-6803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6804-5p hsa-mir-6804",35,20,1,3,27,79,0,51,32,77,0,0,18,4,72,30,0,0,0,87,0,0,15,0,0,16,26,10,42,64,21,0,75,0,0,57,0,27,13,21,0,56,10
"hsa-miR-6805-5p hsa-mir-6805",0,0,12,77,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,27,23,12,0,0,0,0,0,3,0,5,0,0,0,0,0,0,26,0,0,0,1,39,0
"hsa-miR-6806-5p hsa-mir-6806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6807-5p hsa-mir-6807",0,0,0,0,5,0,0,1,1,0,280,0,0,0,0,4,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6808-5p hsa-mir-6808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6808-3p hsa-mir-6808",0,0,0,0,0,0,0,18,0,1,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-6809-5p hsa-mir-6809",6,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
"hsa-miR-6810-5p hsa-mir-6810",20,0,0,0,28,0,0,27,26,0,0,0,0,0,0,20,0,0,11,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,6,0,0,0,0
"hsa-miR-6811-5p hsa-mir-6811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6811-3p hsa-mir-6811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6812-5p hsa-mir-6812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6813-5p hsa-mir-6813",0,20,0,7,16,0,0,0,0,0,0,24,0,29,31,27,0,0,34,0,0,0,9,26,0,0,0,0,0,13,0,36,0,0,0,27,9,0,1,0,0,0,0
"hsa-miR-6813-3p hsa-mir-6813",23,14,0,0,8,56,3,20,37,0,0,2,2,27,48,83,0,23,27,22,117,47,1,0,25,1,106,0,365,0,50,186,44,34,33,117,9,57,0,0,41,15,13
"hsa-miR-6814-5p hsa-mir-6814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6815-5p hsa-mir-6815",0,20,9,84,44,90,0,93,64,39,0,0,12,1,41,239,0,0,2,0,101,66,13,1,77,19,0,1,85,95,0,0,99,0,0,103,10,35,13,0,0,0,86
"hsa-miR-6816-5p hsa-mir-6816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6816-3p hsa-mir-6816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6817-5p hsa-mir-6817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6818-5p hsa-mir-6818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1
"hsa-miR-6819-5p hsa-mir-6819",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6820-5p hsa-mir-6820",13,0,0,0,0,0,0,25,0,0,0,0,0,5,0,0,0,0,6,0,0,0,6,7,0,15,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,0,2
"hsa-miR-6821-5p hsa-mir-6821",28,20,0,14,22,92,52,0,73,22,0,118,0,0,65,0,65,0,0,0,15,88,0,59,69,28,78,34,24,0,0,66,0,0,18,15,0,0,0,12,0,51,90
"hsa-miR-6822-5p hsa-mir-6822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6822-3p hsa-mir-6822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6823-5p hsa-mir-6823",0,0,0,0,0,26,0,0,0,0,0,0,0,2,0,13,0,0,14,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"hsa-miR-6824-5p hsa-mir-6824",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6825-5p hsa-mir-6825",0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0
"hsa-miR-6826-5p hsa-mir-6826",0,0,0,0,4,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,19,12,0,0,0,0,0,0,0,0,0,0,0,0,23
"hsa-miR-6827-5p hsa-mir-6827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,38,0,0,0,0,0
"hsa-miR-6827-3p hsa-mir-6827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"hsa-miR-6828-5p hsa-mir-6828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6828-3p hsa-mir-6828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-6829-5p hsa-mir-6829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6830-5p hsa-mir-6830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6831-5p hsa-mir-6831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6832-5p hsa-mir-6832",0,0,0,0,5,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6833-5p hsa-mir-6833",0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6834-5p hsa-mir-6834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6835-5p hsa-mir-6835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6836-5p hsa-mir-6836",0,0,0,0,0,0,0,41,0,0,0,37,8,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,66,0,0,0,0,3,0,0,0,0,0,0,0,18
"hsa-miR-6837-5p hsa-mir-6837",21,14,0,21,0,0,0,28,29,0,0,22,14,0,0,36,0,32,8,29,53,10,0,13,4,0,0,0,26,20,0,0,0,25,21,53,0,0,7,0,0,0,0
"hsa-miR-6838-5p hsa-mir-6838",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6838-3p hsa-mir-6838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-6839-5p hsa-mir-6839",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6840-5p hsa-mir-6840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6841-5p hsa-mir-6841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6842-5p hsa-mir-6842",65,48,2,23,67,84,0,83,1,130,0,28,53,54,216,8,0,93,30,186,72,4,71,67,8,26,112,0,13,29,14,115,85,31,203,51,25,99,117,48,37,94,8
"hsa-miR-6845-5p hsa-mir-6845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6846-5p hsa-mir-6846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6846-3p hsa-mir-6846",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6847-5p hsa-mir-6847",13,0,0,0,0,27,0,22,0,0,0,13,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"hsa-miR-6848-5p hsa-mir-6848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,1,36,0,0,6,0,0,0,0,0,0,0,0,16,0,0,0,0
"hsa-miR-6849-5p hsa-mir-6849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6850-5p hsa-mir-6850",0,0,10,61,0,63,0,179,164,0,1,0,0,18,112,41,0,65,25,83,94,27,42,52,18,34,111,69,0,231,62,126,119,1,96,51,59,0,139,60,1,0,103
"hsa-miR-6850-3p hsa-mir-6850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6851-5p hsa-mir-6851",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6852-5p hsa-mir-6852",127,54,101,0,676,271,1,518,435,251,3,296,107,76,266,78,90,220,170,776,93,15,186,224,32,48,120,41,72,0,265,247,53,315,170,63,347,66,0,14,25,499,0
"hsa-miR-6852-3p hsa-mir-6852",12,16,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,23,1
"hsa-miR-6853-5p hsa-mir-6853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6854-5p hsa-mir-6854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-6855-5p hsa-mir-6855",0,0,0,33,25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,37,0,0,0,0,0,0,0,0,0,28,3,0,6,0,33,0,32
"hsa-miR-6856-5p hsa-mir-6856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-6857-5p hsa-mir-6857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"hsa-miR-6858-5p hsa-mir-6858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6859-5p hsa-mir-6859-1",0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,27,0,0,20,0,0,0,0,0
"hsa-miR-6859-5p hsa-mir-6859-2",0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,27,0,0,20,0,0,0,0,0
"hsa-miR-6859-5p hsa-mir-6859-3",0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,27,0,0,20,0,0,0,0,0
"hsa-miR-6859-5p hsa-mir-6859-4",0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,27,0,0,20,0,0,0,0,0
"hsa-miR-6861-5p hsa-mir-6861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6861-3p hsa-mir-6861",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"hsa-miR-6862-5p hsa-mir-6862-1",0,8,0,0,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,18,0,0,0,0,0,0,0,0,0
"hsa-miR-6862-5p hsa-mir-6862-2",0,8,0,0,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,18,0,0,0,0,0,0,0,0,0
"hsa-miR-6864-5p hsa-mir-6864",0,0,0,0,10,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6865-5p hsa-mir-6865",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6865-3p hsa-mir-6865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6866-5p hsa-mir-6866",0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,0,0,1
"hsa-miR-6867-5p hsa-mir-6867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6868-5p hsa-mir-6868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6868-3p hsa-mir-6868",4,5,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,5
"hsa-miR-6869-5p hsa-mir-6869",0,0,0,0,33,146,0,0,0,21,0,0,0,1,162,0,0,36,19,2,0,8,4,23,13,0,17,29,0,0,51,0,0,0,37,0,7,14,18,1,0,0,17
"hsa-miR-6869-3p hsa-mir-6869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6870-5p hsa-mir-6870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6870-3p hsa-mir-6870",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-6871-5p hsa-mir-6871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
